OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
17862,ae11e321-7ab8-4df3-ac95-20d7b45ddd3b,28267306.0,19/36/1/1/1/0002,Nigeria,NGA,Kano,Sumaila,0,Gani,0,Bagagare Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4119827131,8.9014185073,GRID3_EHEALTH,2024-11-11,8.90141850700007,11.411982713
17863,76c6c57d-b251-4cc4-84b5-73d7f3ff2159,75672885.0,19/36/1/1/1/0035,Nigeria,NGA,Kano,Sumaila,0,Rumo,0,Rumo Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.4615907068,8.86691814486,GRID3_EHEALTH,2024-11-11,8.86691814500006,11.461590707
17864,f374c0ac-4608-46e5-85cd-235a950f9d71,51116928.0,19/16/1/1/1/0001,Nigeria,NGA,Kano,Gaya,0,Kademi,0,Agundawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7666450001,8.90669699988,GRID3_EHEALTH,2024-11-11,8.90669700000007,11.766645
17865,55c8df85-ac18-4eaf-a4a2-f2dcf5e68750,81134410.0,19/01/1/1/1/0005,Nigeria,NGA,Kano,Ajingi,0,Dabi Gwiwa,1,Dabi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9344463971,8.90931089766,GRID3_EHEALTH,2024-11-11,8.90931089800006,11.934446397
17866,fd21bba5-b80d-41f6-898f-b53da125eb48,59163288.0,19/16/1/1/1/0025,Nigeria,NGA,Kano,Gaya,0,Kademi,0,Yansoro Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7379639346,8.91413192694,GRID3_EHEALTH,2024-11-11,8.91413192700003,11.737963935
17867,6bfb2ca6-108c-4ce0-ab2e-7ad25c7dd1a9,54621991.0,19/44/1/1/1/0008,Nigeria,NGA,Kano,Wudil,0,Darki,0,Jigaware Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6441806959,8.91552172488,GRID3_EHEALTH,2024-11-11,8.91552172500008,11.644180696
17868,d59a6e6a-b85d-4dae-b33a-36aea15a64fe,39050061.0,19/01/1/1/1/0009,Nigeria,NGA,Kano,Ajingi,0,Balare,0,Fulatan Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9660579996,8.91690299982,GRID3_EHEALTH,2024-11-11,8.91690300000005,11.966058
17869,05955724-8ebb-406f-afdc-705ea49f91f3,51298601.0,19/02/1/1/1/0005,Nigeria,NGA,Kano,Albasu,0,Saya-Saya,0,Burburwa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.723773,8.93258100047,GRID3_EHEALTH,2024-11-11,8.93258100100007,11.7237730000001
17870,851e6dc8-14e5-4ef0-9981-6e33da2d3ce6,43078570.0,19/01/1/1/1/0024,Nigeria,NGA,Kano,Ajingi,0,Dabi Gwiwa,1,Marita Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9436055753,8.93671430528,GRID3_EHEALTH,2024-11-11,8.93671430500007,11.943605575
17871,2df52237-f8d4-4459-8a66-507307d924e4,76765510.0,19/36/1/1/1/0026,Nigeria,NGA,Kano,Sumaila,0,Gediya,0,Kula Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3950846636,8.94202841989,GRID3_EHEALTH,2024-11-11,8.94202842000004,11.395084664
17872,5be16ab8-dce8-43f2-9d83-87ab752e1d0f,27791232.0,19/01/1/1/1/0027,Nigeria,NGA,Kano,Ajingi,0,Balare,0,Tsebarawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0239429999,8.94530300011,GRID3_EHEALTH,2024-11-11,8.94530300000002,12.023943
17873,2e96c8c6-d788-4dff-ba7c-9931fd08fb4c,61487391.0,19/36/1/1/1/0042,Nigeria,NGA,Kano,Sumaila,0,Rumo,0,Jisai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.473651,8.94661,GRID3_EHEALTH,2024-11-11,8.94661000000002,11.4736510000001
17875,f0540989-4504-4006-b5f9-ed7c4efdfcb1,53750580.0,19/36/1/1/1/0015,Nigeria,NGA,Kano,Sumaila,0,Gala,0,Gala Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.4551540004,8.94865700039,GRID3_EHEALTH,2024-11-11,8.94865700000003,11.4551540000001
17876,643ca1e8-2f1b-4ce2-a7ba-4ae3b1cd880a,49796249.0,19/01/1/1/1/0029,Nigeria,NGA,Kano,Ajingi,0,Gurduba,0,Zangon Gulya Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0436830003,8.95277000019,GRID3_EHEALTH,2024-11-11,8.95277000000004,12.043683
17877,d1f959f6-686a-47c8-9137-e0572e986bbc,81405913.0,19/16/1/1/1/0019,Nigeria,NGA,Kano,Gaya,0,Kademi,0,Kera Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7423009995,8.95371999983,GRID3_EHEALTH,2024-11-11,8.95372000000003,11.7423009990001
17878,d0e9e228-3ca5-46c1-aa1b-5f85aad2893c,17497186.0,19/02/1/1/1/0015,Nigeria,NGA,Kano,Albasu,0,Faragai,0,Gwangwarandan Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6462260003,8.95643099968,GRID3_EHEALTH,2024-11-11,8.95643100000007,11.6462260000001
17879,1aab6359-a6e3-48ff-9709-9a2801038b08,78751450.0,19/36/1/1/1/0011,Nigeria,NGA,Kano,Sumaila,0,Gediya,0,Dando Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3360399995,8.96082399966,GRID3_EHEALTH,2024-11-11,8.96082400000006,11.336039999
17880,0208472c-1e64-4948-a050-f19828e1b458,26886690.0,19/02/1/1/1/0032,Nigeria,NGA,Kano,Albasu,0,Hungu,0,Yaura Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6103006789,8.96859800594,GRID3_EHEALTH,2024-11-11,8.96859800600004,11.610300679
17881,31a84b1d-c5db-4d93-985c-1edce98c68a4,48219877.0,19/36/1/1/1/0024,Nigeria,NGA,Kano,Sumaila,0,Sumaila,0,Kargo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4959488482,8.97468611608,GRID3_EHEALTH,2024-11-11,8.97468611600004,11.4959488480001
17882,f0944f55-75f8-47ee-a793-deded367df15,28999373.0,19/16/1/1/1/0011,Nigeria,NGA,Kano,Gaya,0,Balan,0,Jibawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7824169998,8.9786879998,GRID3_EHEALTH,2024-11-11,8.97868800000003,11.7824170000001
17883,89af1b5c-8d18-4e0d-9884-47e7c0caf74f,86634253.0,19/02/1/1/1/0029,Nigeria,NGA,Kano,Albasu,0,Hungu,0,Sittika Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5738627301,8.98214887815,GRID3_EHEALTH,2024-11-11,8.98214887800003,11.57386273
17884,611dc1b7-5479-43d0-b2df-08727a70b3cc,58665843.0,19/16/1/2/2/0001,Nigeria,NGA,Kano,Gaya,0,Gaya North,0,Haruna Nasiha Hospital,NHFR_2024,Private,For Profit,Secondary,Primary Health Center,11.8689399996,8.99629699976,GRID3_EHEALTH,2024-11-11,8.99629700000003,11.8689400000001
17885,97ece6cc-79f8-4452-86a1-e0e71e9851c4,13804544.0,19/36/1/1/1/0001,Nigeria,NGA,Kano,Sumaila,0,Garfa,0,Alfindi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5237600001,8.99875300043,GRID3_EHEALTH,2024-11-11,8.99875300000002,11.52376
17886,7aab893b-5adf-4c3e-8b11-5854f0eccb9d,65954483.0,19/16/1/1/1/0005,Nigeria,NGA,Kano,Gaya,0,Gaya North,0,Gachi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9170987303,9.00093115991,GRID3_EHEALTH,2024-11-11,9.00093116000005,11.9170987300001
17887,1ebdec5a-6cb5-42ae-a07c-cdc7bea1f137,86136653.0,19/01/1/1/1/0011,Nigeria,NGA,Kano,Ajingi,0,Unguwar Bai,0,Gagarawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0502049997,9.00339699959,GRID3_EHEALTH,2024-11-11,9.00339700000006,12.0502050000001
17888,2ef7af18-c605-4c4f-9148-328f5d0891b9,32928701.0,19/36/1/1/1/0022,Nigeria,NGA,Kano,Gaya,0,Gaya South,0,Nafisatu Mahammud Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.85778,9.00472700049,GRID3_EHEALTH,2024-11-11,9.00472700000006,11.85778
17889,017db30c-165d-4bf4-8cc2-0557bf2bc122,81947900.0,19/36/1/1/1/0036,Nigeria,NGA,Kano,Sumaila,0,Magami,0,Sansani Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.2511327218,9.00544959398,GRID3_EHEALTH,2024-11-11,9.00544959400003,11.251132722
17890,1542c1a7-5bfc-4acf-8ee3-ecdad56a7f59,51336262.0,19/02/1/1/1/0023,Nigeria,NGA,Kano,Albasu,0,Bataiya,0,Mangari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6447019472,9.0093067406,GRID3_EHEALTH,2024-11-11,9.00930674100005,11.644701947
17891,58162b17-d136-4bb2-9488-2a28b42f6de9,46393309.0,19/01/1/1/1/0025,Nigeria,NGA,Kano,Ajingi,0,Ajingi,0,Sakalawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.982865524,9.01032260929,GRID3_EHEALTH,2024-11-11,9.01032260900007,11.982865524
17892,c24deea5-c76a-4f6f-8565-e10dde0cfee5,40888179.0,19/02/1/1/1/0021,Nigeria,NGA,Kano,Albasu,0,Saya-Saya,0,Kala Haddi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7175781747,9.01125487793,GRID3_EHEALTH,2024-11-11,9.01125487800005,11.717578175
17893,8df6c387-dddf-4e61-9bb4-bf97428c988d,14117321.0,19/36/1/1/1/0007,Nigeria,NGA,Kano,Sumaila,0,Gala,0,Bingi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4766686491,9.01289873804,GRID3_EHEALTH,2024-11-11,9.01289873800005,11.476668649
17894,809e2197-4ce2-4d1e-b773-3be9cc4280ef,72049931.0,19/16/1/1/1/0018,Nigeria,NGA,Kano,Gaya,0,Kazurawa,0,Kazurawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7718929996,9.01715399993,GRID3_EHEALTH,2024-11-11,9.01715400000006,11.771893
17895,6d6dcbaf-b279-4df5-a5e7-9d48141c9f5e,34750245.0,19/36/1/1/1/0009,Nigeria,NGA,Kano,Sumaila,0,Rimi,0,Dakumbal Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.360266698,9.02297756489,GRID3_EHEALTH,2024-11-11,9.02297756500008,11.360266698
17896,0d609ae0-62ad-48cd-8fce-c094840d991c,18291608.0,19/01/1/1/1/0020,Nigeria,NGA,Kano,Ajingi,0,Gurduba,0,Kullumi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0315190001,9.03043199996,GRID3_EHEALTH,2024-11-11,9.03043200000008,12.0315190000001
17897,c828e289-c4b6-4b37-96c0-37a6d1611797,36377695.0,19/36/1/1/1/0005,Nigeria,NGA,Kano,Sumaila,0,Kanawa,0,Bango Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4443250001,9.03351500005,GRID3_EHEALTH,2024-11-11,9.03351500000002,11.444325
17898,dfc1c8e4-8c1e-4ee2-b3f5-3fad9b8adeec,55399414.0,19/01/1/1/1/0007,Nigeria,NGA,Kano,Ajingi,0,Dundun,0,Dundun Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9327570409,9.03459287078,GRID3_EHEALTH,2024-11-11,9.03459287100003,11.9327570410001
17900,475e76ce-5865-42f9-bbed-d1e6b163d2f6,46752199.0,19/02/1/1/1/0002,Nigeria,NGA,Kano,Albasu,0,Bataiya,0,Baleke Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6533820001,9.05027400044,GRID3_EHEALTH,2024-11-11,9.05027400000006,11.653382
17901,90cbc570-6874-4b24-a32e-24ca6e03d9eb,67588493.0,19/02/1/1/1/0031,Nigeria,NGA,Kano,Albasu,0,Panda/Kare,0,Umbara Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5576462961,9.05804367672,GRID3_EHEALTH,2024-11-11,9.05804367700006,11.557646296
17902,d4a2d143-5d1f-4b96-b6eb-afe91baf020a,68232205.0,19/02/1/1/1/0016,Nigeria,NGA,Kano,Albasu,0,Panda/Kare,0,Hamdullahi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6321369367,9.0591956235,GRID3_EHEALTH,2024-11-11,9.05919562300005,11.632136937
17903,1bc59454-e908-4d1c-97f6-9843524e1f6b,55981213.0,19/36/1/1/1/0040,Nigeria,NGA,Kano,Sumaila,0,Magami,0,Yakaduna Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.2993169996,9.06021500019,GRID3_EHEALTH,2024-11-11,9.06021500000003,11.299317
17904,b8b4b406-ffff-4e61-96f1-2d8179f04a03,42866144.0,19/36/1/1/1/0042,Nigeria,NGA,Kano,Sumaila,0,Kanawa,0,Burnabus Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3715739997,9.07429699976,GRID3_EHEALTH,2024-11-11,9.07429700000006,11.3715740000001
17905,b09556e4-cc12-43b7-b7c4-1a9356e6013e,46703545.0,19/37/1/1/1/0014,Nigeria,NGA,Kano,Takai,0,Fajewa,0,Hantsai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3915600002,9.09255400016,GRID3_EHEALTH,2024-11-11,9.09255400000006,11.39156
17906,3c4e15d0-5dcb-4558-a193-08c0cc824303,73174455.0,19/01/1/1/1/0013,Nigeria,NGA,Kano,Ajingi,0,Gafasa,0,Jiyayya Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.981397,9.09434800038,GRID3_EHEALTH,2024-11-11,9.09434800000002,11.9813970000001
17907,0e253757-c4cb-4a21-b4f4-659c88baaf76,33020151.0,19/37/1/1/1/0025,Nigeria,NGA,Kano,Takai,0,Falali,0,Kyansha Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4874550004,9.10650399964,GRID3_EHEALTH,2024-11-11,9.10650400000003,11.4874550000001
17908,7bd03c5c-d07c-4814-b91a-ebf9a09bfda5,48131276.0,19/02/1/1/1/0006,Nigeria,NGA,Kano,Albasu,0,Duja,0,Chamarana Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.631162,9.10671899979,GRID3_EHEALTH,2024-11-11,9.10671900000006,11.6311620000001
17909,c30a96a7-03b3-4fd8-8a2c-0c1ea1cea5b5,22794265.0,19/37/1/2/2/0001,Nigeria,NGA,Kano,Takai,0,Takai,0,Ali Alkali Clinic and Maternity Home,NHFR_2024,Private,For Profit,Secondary,Primary Health Clinic,11.5633189999,9.1079169996,GRID3_EHEALTH,2024-11-11,9.10791700000004,11.563319
17910,a5aaea78-0b3f-48a2-ad52-cdead9a9e3e3,18180865.0,19/16/1/1/1/0004,Nigeria,NGA,Kano,Gaya,0,Maimakawa,0,Fan'Idau Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.803341,9.11583599998,GRID3_EHEALTH,2024-11-11,9.11583600000006,11.803341
17911,7faebcbf-793d-4164-8d46-1bd5e582641a,72428956.0,19/37/1/1/1/0012,Nigeria,NGA,Kano,Takai,0,Kukah,0,Gamawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5415932792,9.11793569541,GRID3_EHEALTH,2024-11-11,9.11793569500003,11.541593279
17912,c4550091-657c-40de-9430-838a87cf283d,55206396.0,19/01/1/1/1/0019,Nigeria,NGA,Kano,Ajingi,0,Kunkurawa,0,Kiroro Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9616209996,9.11813499955,GRID3_EHEALTH,2024-11-11,9.11813499900006,11.961621
17913,d62a1be6-5b53-4806-a992-351e37e4c207,27344411.0,19/37/1/1/1/0022,Nigeria,NGA,Kano,Takai,0,Bagwaro,0,Kayadda Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3753760002,9.12116899961,GRID3_EHEALTH,2024-11-11,9.12116900000007,11.3753760000001
17914,29c86ec3-ac3f-4d63-aa0f-bc509b8c7a1b,14020272.0,19/37/1/1/1/0004,Nigeria,NGA,Kano,Takai,0,Bagwaro,0,Birnin Bako Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3410541859,9.12879422779,GRID3_EHEALTH,2024-11-11,9.12879422800006,11.3410541860001
17915,f25281f1-d30d-49fa-8a79-0405ccfaee36,83264131.0,19/16/1/1/1/0020,Nigeria,NGA,Kano,Gaya,0,Maimakawa,0,Maimakawa Primary Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.7964320003,9.13151299964,GRID3_EHEALTH,2024-11-11,9.13151300000004,11.796432
17916,4863165e-a0fd-4ff2-a20e-5c764777e944,52193731.0,19/01/1/1/1/0010,Nigeria,NGA,Kano,Ajingi,0,Gafasa,0,Gafasa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.9846540002,9.13302799966,GRID3_EHEALTH,2024-11-11,9.13302800000002,11.984654
17917,64119ce9-5aa6-4951-9611-060929223618,61170924.0,19/37/1/1/1/0033,Nigeria,NGA,Kano,Takai,0,Karfi (Takai Lga),0,Shawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4370880162,9.13697217434,GRID3_EHEALTH,2024-11-11,9.13697217400005,11.4370880160001
17918,fe79e114-0198-4cf8-b14f-9159963ab059,87422055.0,19/16/1/1/1/0014,Nigeria,NGA,Kano,Gaya,0,Maimakawa,0,Kafi Jirgi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7449258873,9.14066368085,GRID3_EHEALTH,2024-11-11,9.14066368100004,11.744925887
17919,494af303-5941-4a33-ac3c-4d11ab958e43,42742681.0,19/37/1/1/1/0031,Nigeria,NGA,Kano,Takai,0,Zuga,0,Zuga Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5127379996,9.14349699978,GRID3_EHEALTH,2024-11-11,9.14349700000002,11.5127380000001
17920,01651eb1-e67c-435d-9e64-b3d7a7a42502,64667641.0,19/37/1/1/1/0013,Nigeria,NGA,Kano,Takai,0,Takai,0,Garandiya Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6343723562,9.1538315088,GRID3_EHEALTH,2024-11-11,9.15383150900004,11.634372356
17921,ab8d3c16-33a8-45ed-a451-d2a32c92bfab,38453311.0,19/37/1/1/1/0028,Nigeria,NGA,Kano,Takai,0,Fajewa,0,Salmade Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.481024731,9.16179696221,GRID3_EHEALTH,2024-11-11,9.16179696200004,11.481024731
17922,ce54c137-3843-44db-a0f1-e1f5cf6c2a9b,15629597.0,19/02/1/1/1/0033,Nigeria,NGA,Kano,Albasu,0,Tsangaya,0,Yawurma Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6481209996,9.16833099965,GRID3_EHEALTH,2024-11-11,9.16833100000002,11.6481210000001
17923,e823f8ae-2280-4b7b-a149-d1689512534d,84296776.0,19/02/1/1/1/0019,Nigeria,NGA,Kano,Albasu,0,Albasu,0,Jigar Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6642469995,9.16935700035,GRID3_EHEALTH,2024-11-11,9.16935700000005,11.6642469990001
17924,c9afacf4-0415-4726-8124-8c333bc5e35b,76514732.0,19/37/1/1/1/0007,Nigeria,NGA,Kano,Takai,0,Karfi (Takai Lga),0,Diribo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4700300765,9.18061125,GRID3_EHEALTH,2024-11-11,9.18061125000003,11.4700300760001
17925,1ba48be8-d211-4a2d-9f37-40d5f0ab879b,68810862.0,19/01/1/1/1/0006,Nigeria,NGA,Kano,Ajingi,0,Gafasa,0,Dan Malam Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9393724844,9.19008357943,GRID3_EHEALTH,2024-11-11,9.19008357900003,11.939372484
17926,55651117-2830-400f-bebc-0b859f151a12,77113295.0,19/01/1/1/1/0003,Nigeria,NGA,Kano,Ajingi,0,Toranke,0,Biyamusu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0803851873,9.19175540557,GRID3_EHEALTH,2024-11-11,9.19175540600003,12.080385187
17927,df08814d-1f59-4172-8e44-dd696f82e8a0,76430962.0,19/37/1/1/1/0029,Nigeria,NGA,Kano,Takai,0,Bagwaro,0,Shukuto Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3718974849,9.20176450737,GRID3_EHEALTH,2024-11-11,9.20176450700006,11.371897485
17928,ad094ae3-706e-42f1-a229-35b983e9c5fe,76713893.0,19/01/1/1/1/0018,Nigeria,NGA,Kano,Ajingi,0,Toranke,0,Kawoni Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9966320003,9.20601600026,GRID3_EHEALTH,2024-11-11,9.20601600000003,11.996632
17929,47ab614f-d0d4-4d77-837b-8db7408e01ad,43240796.0,19/02/1/1/1/0011,Nigeria,NGA,Kano,Albasu,0,Daho,0,Farantama Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6832586704,9.21321148215,GRID3_EHEALTH,2024-11-11,9.21321148200008,11.68325867
17930,530a375f-9d94-4fdf-a72e-4c050eba4245,27071324.0,19/37/1/1/1/0030,Nigeria,NGA,Kano,Takai,0,Farunruwa,0,Yada Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4226714064,9.21485113026,GRID3_EHEALTH,2024-11-11,9.21485113000006,11.4226714060001
17931,348184a1-b280-4eec-b05d-b8cc18f900ca,20316204.0,19/02/1/1/1/0035,Nigeria,NGA,Kano,Albasu,0,Daho,0,Zuwan Hawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7294705058,9.22356329718,GRID3_EHEALTH,2024-11-11,9.22356329700006,11.729470506
17932,2c20f7b6-cbf7-4712-8546-e3316dfc606e,38690000.0,19/02/1/1/1/0004,Nigeria,NGA,Kano,Albasu,0,Daho,0,Biskin Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6847054334,9.24179805857,GRID3_EHEALTH,2024-11-11,9.24179805900008,11.684705433
17933,9ed6c19e-43d3-4a10-af51-05163990abcd,44855192.0,19/37/1/1/1/0034,Nigeria,NGA,Kano,Takai,0,Kachako,0,Kwanar Huguma Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5441959999,9.31812900043,GRID3_EHEALTH,2024-11-11,9.31812900000006,11.5441960000001
17934,f686bd04-0be3-44b3-8024-4cb9f66e5e44,34119813.0,19/37/1/1/1/0015,Nigeria,NGA,Kano,Takai,0,Kachako,0,Huguma Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,11.5606560001,9.32053100006,GRID3_EHEALTH,2024-11-11,9.32053100000007,11.5606560000001
17935,3b4cc1c1-9329-45e3-9f5f-2673914a5a07,63895672.0,19/37/1/1/1/0001,Nigeria,NGA,Kano,Takai,0,Kachako,0,Auzara Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5209596312,9.32421072456,GRID3_EHEALTH,2024-11-11,9.32421072500006,11.520959631
17936,f49e86bf-b5ac-44b2-8161-d96a76845e7c,28951471.0,19/37/1/1/1/0026,Nigeria,NGA,Kano,Takai,0,Kachako,0,Langwame Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5669590004,9.33715600036,GRID3_EHEALTH,2024-11-11,9.33715600000005,11.5669590000001
17937,433f7e05-b194-482a-a63f-b84730fc099b,37211735.0,19/10/1/1/1/0044,Nigeria,NGA,Kano,Dawakin Tofa,0,Tattarawa,0,Zangon Mata Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.2334316842,8.41357412983,GRID3_EHEALTH,2024-11-11,8.41357413000003,12.233431684
17938,e0a35ab6-d7c0-4d62-905a-8b0417d69927,35644864.0,19/15/1/1/1/0024,Nigeria,NGA,Kano,Garum Mallam,0,Kadawa Ungogo,1,Yantomo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6250082198,8.41521681995,GRID3_EHEALTH,2024-11-11,8.41521682000007,11.62500822
17940,1802b83a-9fa5-4d89-96a1-088652e9393d,66734612.0,19/20/1/1/1/0021,Nigeria,NGA,Kano,Kabo,0,Gude,0,Rugar Jatau Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9817529002,8.04419466585,GRID3_EHEALTH,2024-11-11,8.04419466600007,11.9817529000001
17941,071d8617-6aa3-4c7b-8281-25ad90e35d31,37967319.0,19/24/1/1/1/0029,Nigeria,NGA,Kano,Kiru,0,Badafi,0,Yarganji Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3776889998,8.2743050002,GRID3_EHEALTH,2024-11-11,8.27430500000003,11.377689
17942,9045cb95-0937-4c59-b6dd-d072b71972c3,76573475.0,19/37/1/1/1/0024,Nigeria,NGA,Kano,Takai,0,Karfi (Takai Lga),0,Korido Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4122508853,9.15407506697,GRID3_EHEALTH,2024-11-11,9.15407506700006,11.412250885
17943,b7ddfad7-5137-4f35-8d1d-04e51016d41f,36443448.0,19/42/1/1/1/0012,Nigeria,NGA,Kano,Ungogo,0,Fanisau,1,Gera Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0887258399,8.55220359002,GRID3_EHEALTH,2024-11-11,8.55220359000003,12.0887258400001
17944,b57afa1a-4ca9-432b-bab8-eea474fbc107,37593095.0,19/42/1/1/1/0004,Nigeria,NGA,Kano,Ungogo,0,Zango Ungogo,0,Dalal (Ungo) Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.0458489998,8.56709500014,GRID3_EHEALTH,2024-11-11,8.56709500000005,12.045849
17945,28b21967-8beb-47b0-940c-50dfa7dc3822,41319469.0,19/20/1/1/1/0029,Nigeria,NGA,Kano,Kabo,0,Godiya,0,Wari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.91412,8.17814,NHFR_2024,2024-11-11,8.17814000000004,11.91412
17946,9a4948c1-2b56-44ac-92e3-66e58ad2e831,28229562.0,19/28/1/1/1/0006,Nigeria,NGA,Kano,Madobi,0,Gora,0,Dan Murna Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8309381578,8.30216443413,GRID3_EHEALTH,2024-11-11,8.30216443400008,11.830938158
17948,b4440aa9-b260-49f7-a2fd-161fb2c8b3ef,32914166.0,19/17/1/1/1/0003,Nigeria,NGA,Kano,Gwale,0,Dorayi,0,Charity Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9554472804,8.47163786028,GRID3_EHEALTH,2024-11-11,8.47163786000004,11.95544728
17949,f0d160fa-43a3-4614-880c-a2283d1f1af4,73095668.0,19/07/1/3/1/0001,Nigeria,NGA,Kano,Dala,0,Kofar Ruwa,0,Dala National Orthophedic Hospital,NHFR_2024,Public,Unknown,Tertiary,General Hospital,12.0208569998,8.50236300016,GRID3_EHEALTH,2024-11-11,8.50236300000006,12.020857
17950,3d3c1914-91b3-4eaf-bb56-e95e004ee368,65508521.0,19/21/1/1/1/0002,Nigeria,NGA,Kano,Kano Municipal,0,She-She,0,Daneji Amintacciy Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.9947697301,8.51392807002,GRID3_EHEALTH,2024-11-11,8.51392807000008,11.99476973
